month,position,artist,song,score,us,uk,de,fr,ca,au
"Feb 2005","28","Ryan Cabrera","True","1311.521","18","-","-","-","-","-"
"Feb 2005","29","Ja Rule & Ashanti","Wonderful","1303.779","16","-","42","-","-","7"
"Feb 2005","30","John Mayer","Daughters","1293.412","19","-","-","-","-","-"
"Feb 2005","31","U2","Vertigo","1260.138","44","65","52","65","-","-"
"Feb 2005","32","Lloyd Banks & Avant","Karma","1244.766","17","-","-","-","-","-"
"Feb 2005","33","50 Cent & Olivia","Candy Shop","1241.796","2","-","-","-","-","-"
"Feb 2005","34","Good Charlotte","I Just Wanna Live","1228.677","51","9","19","-","-","12"
"Feb 2005","35","The Chemical Brothers","Galvanize","1215.934","-","5","18","80","-","38"
"Feb 2005","36","Mariah Carey","It's Like That","1210.648","19","-","-","-","-","-"
"Feb 2005","37","Alicia Keys","Karma","1132.217","29","-","62","-","-","-"
"Feb 2005","38","Avril Lavigne","Nobody's Home","1127.225","41","-","48","-","-","46"
"Feb 2005","39","Rascal Flatts","Bless The Broken Road","1123.074","29","-","-","-","-","-"
"Feb 2005","40","Maroon 5","Sunday Morning","1118.139","31","-","-","-","-","27"
"Feb 2005","41","Fantasia","Truth Is","1113.775","26","-","-","-","-","-"
"Feb 2005","42","Lenny Kravitz","Lady","1110.725","27","-","-","-","-","-"
"Feb 2005","43","Trillville & Cutty","Some Cut","1097.603","28","-","-","-","-","-"
"Feb 2005","44","Frankie J & Baby Bash","Obsession (No Es Amor)","1083.821","17","-","-","-","-","-"
"Feb 2005","45","Lil' Jon & The East Side Boyz","What U Gon' Do","1078.055","31","38","-","-","-","-"
"Feb 2005","46","Brad Paisley","Mud On The Tires","1070.292","30","-","-","-","-","-"
"Feb 2005","47","Keith Urban","You're My Better Half","1028.151","33","-","-","-","-","-"
"Feb 2005","48","Eminem","Just Lose It","1013.760","90","78","28","55","-","26"
"Feb 2005","49","John Legend","Ordinary People","1001.547","32","-","-","-","-","-"
"Feb 2005","50","The Goo Goo Dolls","Give A Little Bit","992.346","37","-","-","-","-","-"
"Mar 2005","1","Green Day","Boulevard Of Broken Dreams","3669.035","2","34","14","19","-","14"
"Mar 2005","2","Jennifer Lopez","Get Right","3343.929","12","2","7","3","-","3"
"Mar 2005","3","50 Cent & Olivia","Candy Shop","3321.504","1","4","-","-","-","5"
"Mar 2005","4","The Game & 50 Cent","How We Do","3182.374","4","10","9","-","-","24"
"Mar 2005","5","Mario","Let Me Love You","3108.173","1","2","-","9","-","3"
"Mar 2005","6","Destiny's Child & T.I. & Lil' Wayne","Soldier","2814.863","8","17","11","28","-","7"
"Mar 2005","7","Nelly & Tim McGraw","Over & Over","2643.981","20","1","8","-","-","1"
"Mar 2005","8","Usher","Caught Up","2589.639","8","9","31","-","-","15"
"Mar 2005","9","Gwen Stefani & Eve","Rich Girl","2580.116","7","4","18","-","-","2"
"Mar 2005","10","Ciara & Missy 'Misdemeanor' Elliot","1-2 Step","2397.805","4","78","-","-","-","8"
"Mar 2005","11","Jay-Z & Linkin Park","Numb/Encore","2334.550","24","21","5","19","-","8"
"Mar 2005","12","50 Cent","Disco Inferno","2302.061","3","-","-","-","-","-"
"Mar 2005","13","Kelly Clarkson","Since U Been Gone","2233.827","5","-","-","-","-","5"
"Mar 2005","14","Snoop Dogg & Pharrell Williams","Drop It Like It's Hot","2173.762","15","-","10","31","-","6"
"Mar 2005","15","Eminem","Like Toy Soldiers","2115.898","39","12","9","51","-","12"
"Mar 2005","16","Frankie J & Baby Bash","Obsession (No Es Amor)","1927.046","4","-","-","-","-","-"
"Mar 2005","17","Lil' Jon & The East Side Boyz","Lovers & Friends","1876.330","7","-","-","-","-","-"
"Mar 2005","18","Eminem","Mockingbird","1781.199","11","-","-","-","-","-"
"Mar 2005","19","T.I.","Bring Em Out","1695.104","13","59","-","-","-","-"
"Mar 2005","20","Kelly Clarkson","Breakaway","1641.841","15","-","-","-","-","-"
"Mar 2005","21","Jesse McCartney","Beautiful Soul","1602.827","16","-","-","-","-","5"
"Mar 2005","22","Mariah Carey","It's Like That","1596.434","16","-","-","-","-","-"
"Mar 2005","23","Ashanti","Only U","1572.889","33","30","13","33","-","38"
"Mar 2005","24","Maroon 5","She Will Be Loved","1535.485","21","-","-","38","-","-"
"Mar 2005","25","The Killers","Mr Brightside","1529.775","17","-","-","-","-","36"
"Mar 2005","26","Trillville & Cutty","Some Cut","1485.783","14","-","-","-","-","-"
"Mar 2005","27","Fantasia","Truth Is","1433.891","21","-","-","-","-","-"
"Mar 2005","28","Ludacris","Get Back","1421.698","14","-","-","-","-","-"
"Mar 2005","29","The Game & 50 Cent","Hate It Or Love It","1415.402","11","-","-","-","-","-"
"Mar 2005","30","John Mayer","Daughters","1364.058","19","-","-","-","-","-"
"Mar 2005","31","Alicia Keys","Karma","1339.963","31","-","62","-","-","-"
"Mar 2005","32","Good Charlotte","I Just Wanna Live","1323.951","57","54","21","-","-","13"
"Mar 2005","33","Rob Thomas","Lonely No More","1319.889","20","-","-","-","-","-"
"Mar 2005","34","Gavin Degraw","I Don't Want To Be","1308.801","22","-","-","-","-","-"
"Mar 2005","35","John Legend","Ordinary People","1308.594","24","-","-","-","-","-"
"Mar 2005","36","Natalie","Going Crazy","1308.441","16","-","-","-","-","-"
"Mar 2005","37","Omarion","O","1277.109","27","-","-","-","-","-"
"Mar 2005","38","Maroon 5","Sunday Morning","1254.337","31","-","-","-","-","43"
"Mar 2005","39","Three Doors Down","Let Me Go","1237.608","38","-","57","-","-","-"
"Mar 2005","40","Trick Daddy & Ludacris, Lil' Kim & Cee-Lo","Sugar (Gimme Some)","1237.071","25","-","-","-","-","-"
"Mar 2005","41","Rascal Flatts","Bless The Broken Road","1217.309","29","-","-","-","-","-"
"Mar 2005","42","Ryan Cabrera","True","1195.927","25","-","-","-","-","-"
"Mar 2005","43","T.I.","U Don't Know Me","1175.499","31","-","-","-","-","-"
"Mar 2005","44","The Goo Goo Dolls","Give A Little Bit","1115.216","37","-","-","-","-","-"
"Mar 2005","45","Jet","Look What You've Done","1111.492","38","-","-","-","-","-"
"Mar 2005","46","Snoop Dogg","Let's Get Blown","1106.644","55","13","-","-","-","-"
"Mar 2005","47","Josh Gracin","Nothin' To Lose","1100.684","39","-","-","-","-","-"
"Mar 2005","48","Akon & Styles P","Locked Up","1063.250","-","5","15","16","-","-"
"Mar 2005","49","Amerie","1 Thing","1056.524","33","-","-","-","-","-"
"Mar 2005","50","Nivea & Lil' Jon & YoungBloodZ","Okay","1052.125","41","-","-","-","-","-"
"Apr 2005","1","50 Cent & Olivia","Candy Shop","4428.718","1","4","1","8","-","3"
"Apr 2005","2","Mario","Let Me Love You","3658.041","6","2","1","7","-","4"
"Apr 2005","3","Green Day","Boulevard Of Broken Dreams","3057.737","2","58","17","31","-","21"
"Apr 2005","4","Gwen Stefani & Eve","Rich Girl","2966.767","9","7","14","100","-","6"
"Apr 2005","5","The Game & 50 Cent","How We Do","2715.977","7","31","10","30","-","34"
"Apr 2005","6","Ciara & Missy 'Misdemeanor' Elliot","1-2 Step","2704.562","9","3","7","-","-","2"
"Apr 2005","7","Kelly Clarkson","Since U Been Gone","2572.421","2","-","-","-","-","12"
"Apr 2005","8","Will Smith","Switch","2486.412","12","4","-","-","-","4"
"Apr 2005","9","The Game & 50 Cent","Hate It Or Love It","2480.536","2","-","-","-","-","-"
"Apr 2005","10","Usher","Caught Up","2450.761","8","35","26","-","-","20"
"Apr 2005","11","Mariah Carey","It's Like That","2332.710","17","4","14","16","-","9"
"Apr 2005","12","Frankie J & Baby Bash","Obsession (No Es Amor)","2329.309","3","-","-","-","-","-"
"Apr 2005","13","Jennifer Lopez","Get Right","2307.648","26","14","11","5","-","9"
"Apr 2005","14","50 Cent","Disco Inferno","2101.896","3","-","-","-","-","-"
"Apr 2005","15","Akon","Lonely","1964.653","4","-","-","-","-","-"
"Apr 2005","16","Rob Thomas","Lonely No More","1720.240","9","-","-","-","-","8"
"Apr 2005","17","Snoop Dogg & Pharrell Williams","Drop It Like It's Hot","1713.287","22","79","36","49","-","15"
"Apr 2005","18","The Killers","Mr Brightside","1683.707","11","-","66","-","-","-"
"Apr 2005","19","Amerie","1 Thing","1630.169","8","-","-","-","-","-"
"Apr 2005","20","Trillville & Cutty","Some Cut","1619.704","14","-","-","-","-","-"
"Apr 2005","21","Natalie","Going Crazy","1589.880","13","-","-","-","-","-"
"Apr 2005","22","Eminem","Mockingbird","1506.096","12","-","-","-","-","-"
"Apr 2005","23","Destiny's Child & T.I. & Lil' Wayne","Soldier","1469.828","18","62","27","35","-","17"
"Apr 2005","24","Kelly Clarkson","Breakaway","1437.908","15","-","-","-","-","-"
"Apr 2005","25","Ludacris","Number One Spot","1409.445","19","-","-","-","-","-"
"Apr 2005","26","Alicia Keys","Karma","1384.446","20","-","-","-","-","-"
"Apr 2005","27","Three Doors Down","Let Me Go","1383.717","33","-","55","-","-","-"
"Apr 2005","28","Fantasia","Truth Is","1361.502","21","-","-","-","-","-"
"Apr 2005","29","T.I.","U Don't Know Me","1347.008","23","-","-","-","-","-"
"Apr 2005","30","Trick Daddy & Ludacris, Lil' Kim & Cee-Lo","Sugar (Gimme Some)","1332.045","25","-","-","-","-","-"
"Apr 2005","31","Lil' Jon & The East Side Boyz","Lovers & Friends","1279.906","13","-","-","-","-","36"
"Apr 2005","32","John Legend","Ordinary People","1275.586","24","-","-","-","-","-"
"Apr 2005","33","Jesse McCartney","Beautiful Soul","1272.050","28","-","-","-","-","1"
"Apr 2005","34","Ciara & Ludacris","Oh","1264.642","8","-","-","-","-","-"
"Apr 2005","35","Jay-Z & Linkin Park","Numb/Encore","1248.970","41","40","18","38","-","30"
"Apr 2005","36","Omarion","O","1244.633","27","-","-","-","-","-"
"Apr 2005","37","Maroon 5","She Will Be Loved","1240.629","30","-","-","58","-","-"
"Apr 2005","38","Bobby Valentino","Slow Down","1186.637","18","-","-","-","-","-"
"Apr 2005","39","Ying Yang Twins","Wait (The Whisper Song)","1165.576","30","-","-","-","-","-"
"Apr 2005","40","Gwen Stefani","Hollaback Girl","1159.685","3","-","-","-","-","-"
"Apr 2005","41","Jet","Look What You've Done","1128.133","37","-","-","-","-","-"
"Apr 2005","42","Caesars","Jerk It Out","1051.628","70","8","-","26","-","48"
"Apr 2005","43","Nivea & Lil' Jon & YoungBloodZ","Okay","1051.509","40","-","-","-","-","-"
"Apr 2005","44","Maroon 5","Sunday Morning","1048.865","45","-","83","-","-","-"
"Apr 2005","45","Gavin Degraw","I Don't Want To Be","1034.528","35","-","-","-","-","-"
"Apr 2005","46","Queens of The Stone Age","Little Sister","1027.073","88","33","77","-","-","40"
"Apr 2005","47","Baby Bash & Akon","Baby I'm Back","1023.984","42","-","-","-","-","-"
"Apr 2005","48","Brooke Valentine, Lil' Jon & Big Boi","Girlfight","1020.372","35","-","-","-","-","-"
"Apr 2005","49","Howie Day","Collide","1017.109","38","-","-","-","-","-"
"Apr 2005","50","Eminem","Like Toy Soldiers","1012.637","58","47","28","59","-","26"
"May 2005","1","50 Cent & Olivia","Candy Shop","3883.507","1","12","1","8","-","4"
"May 2005","2","Gwen Stefani","Hollaback Girl","3118.943","1","8","-","-","-","-"
"May 2005","3","The Game & 50 Cent","Hate It Or Love It","3033.855","2","4","-","-","-","-"
"May 2005","4","Akon","Lonely","3024.239","4","1","-","2","-","-"
"May 2005","5","Mario","Let Me Love You","2901.646","17","10","2","14","-","4"
"May 2005","6","Will Smith","Switch","2802.827","11","5","4","-","-","1"
"May 2005","7","Ciara & Ludacris","Oh","2446.874","2","-","-","-","-","-"
"May 2005","8","Rob Thomas","Lonely No More","2432.767","6","11","-","-","-","3"
"May 2005","9","Gwen Stefani & Eve","Rich Girl","2424.413","15","21","14","4","-","14"
"May 2005","10","Ciara & Missy 'Misdemeanor' Elliot","1-2 Step","2411.768","21","7","7","-","-","3"
"May 2005","11","Green Day","Boulevard Of Broken Dreams","2375.830","7","78","24","73","-","-"
"May 2005","12","Mariah Carey","It's Like That","2195.424","27","18","15","16","-","9"
"May 2005","13","Kelly Clarkson","Since U Been Gone","2183.350","5","-","-","-","-","16"
"May 2005","14","The Black Eyed Peas","Don't Phunk With My Heart","2083.278","6","3","-","61","-","1"
"May 2005","15","Mariah Carey","We Belong Together","2070.241","2","-","-","-","-","-"
"May 2005","16","Snoop Dogg, Charlie Wilson & Justin Timberlake","Signs","2044.710","59","2","3","88","-","1"
"May 2005","17","50 Cent","Just A Lil Bit","2013.209","4","-","-","-","-","-"
"May 2005","18","Destiny's Child","Girl","2006.606","23","6","-","-","-","5"
"May 2005","19","Frankie J & Baby Bash","Obsession (No Es Amor)","1997.907","6","-","-","-","-","6"
"May 2005","20","The Game & 50 Cent","How We Do","1994.732","25","51","12","42","-","31"
"May 2005","21","The Killers","Mr Brightside","1940.109","11","-","66","-","-","-"
"May 2005","22","Amerie","1 Thing","1817.888","10","4","-","-","-","-"
"May 2005","23","Bobby Valentino","Slow Down","1815.775","8","-","-","-","-","-"
"May 2005","24","50 Cent","Disco Inferno","1647.172","9","-","-","-","-","-"
"May 2005","25","Usher","Caught Up","1633.015","19","76","46","-","-","32"
"May 2005","26","Green Day","Holiday","1607.994","19","57","50","-","-","24"
"May 2005","27","Three Doors Down","Let Me Go","1545.280","16","-","72","-","-","-"
"May 2005","28","Trillville & Cutty","Some Cut","1543.709","14","-","-","-","-","-"
"May 2005","29","Weezer","Beverly Hills","1518.286","21","9","97","-","-","-"
"May 2005","30","Trick Daddy & Ludacris, Lil' Kim & Cee-Lo","Sugar (Gimme Some)","1462.230","20","61","-","-","-","-"
"May 2005","31","Coldplay","Speed Of Sound","1452.863","8","2","-","-","-","-"
"May 2005","32","Eminem","Mockingbird","1421.569","42","4","15","-","-","9"
"May 2005","33","Alicia Keys","Karma","1407.174","20","-","-","-","-","-"
"May 2005","34","Natalie","Going Crazy","1398.207","16","-","-","-","-","-"
"May 2005","35","Ying Yang Twins","Wait (The Whisper Song)","1385.889","19","-","-","-","-","-"
"May 2005","36","The Backstreet Boys","Incomplete","1383.423","14","-","-","-","-","-"
"May 2005","37","Ludacris","Number One Spot","1353.775","24","30","-","-","-","-"
"May 2005","38","Brooke Valentine, Lil' Jon & Big Boi","Girlfight","1349.694","24","-","-","-","-","50"
"May 2005","39","Faith Evans","Again","1346.993","47","12","-","-","-","-"
"May 2005","40","Jennifer Lopez","Get Right","1345.377","72","44","22","19","-","15"
"May 2005","41","T.I.","U Don't Know Me","1267.423","23","-","-","-","-","-"
"May 2005","42","Howie Day","Collide","1218.549","26","-","-","-","-","-"
"May 2005","43","Kelly Clarkson","Behind These Hazel Eyes","1195.858","18","-","-","-","-","-"
"May 2005","44","112 & Foxy Brown","U Already Know","1178.222","33","-","-","-","-","-"
"May 2005","45","Kelly Clarkson","Breakaway","1168.845","34","-","-","-","-","-"
"May 2005","46","Nine Inch Nails","The Hand That Feeds","1167.352","50","29","62","-","-","-"
"May 2005","47","Fantasia","Truth Is","1159.761","36","-","-","-","-","-"
"May 2005","48","Baby Bash & Akon","Baby I'm Back","1125.518","37","-","-","-","-","-"
"May 2005","49","Cassidy","I'm A Hustla","1106.557","39","-","-","-","-","-"
"May 2005","50","Pretty Ricky","Grind With Me","1083.474","25","-","-","-","-","-"
"Jun 2005","1","The Black Eyed Peas","Don't Phunk With My Heart","3923.991","3","6","8","7","-","1"
"Jun 2005","2","Gwen Stefani","Hollaback Girl","3568.504","1","8","12","-","-","1"
"Jun 2005","3","Akon","Lonely","3233.153","10","2","1","2","-","-"
"Jun 2005","4","Mariah Carey","We Belong Together","3038.943","1","-","-","-","-","-"
"Jun 2005","5","Will Smith","Switch","2921.374","7","17","6","-","-","2"
"Jun 2005","6","The Game & 50 Cent","Hate It Or Love It","2834.967","5","11","14","43","-","21"
"Jun 2005","7","Rob Thomas","Lonely No More","2752.271","7","19","16","28","-","5"
"Jun 2005","8","Coldplay","Speed Of Sound","2638.885","10","2","19","42","-","9"
"Jun 2005","9","50 Cent","Just A Lil Bit","2493.108","3","10","-","-","-","21"
"Jun 2005","10","50 Cent & Olivia","Candy Shop","2475.548","13","34","2","16","-","13"
"Jun 2005","11","Gorillaz","Feel Good Inc","2437.758","17","3","13","-","-","3"
"Jun 2005","12","Ciara & Ludacris","Oh","2391.567","3","-","-","-","-","-"
"Jun 2005","13","The Backstreet Boys","Incomplete","2214.428","13","-","3","-","-","1"
"Jun 2005","14","Kelly Clarkson","Since U Been Gone","2040.893","7","-","-","-","-","21"
"Jun 2005","15","Mario","Let Me Love You","2032.948","35","37","10","25","-","11"
"Jun 2005","16","Kelly Clarkson","Behind These Hazel Eyes","2018.148","6","-","-","-","-","-"
"Jun 2005","17","Bobby Valentino","Slow Down","1860.948","9","4","-","-","-","-"
"Jun 2005","18","Ciara & Missy 'Misdemeanor' Elliot","1-2 Step","1831.385","32","29","17","-","-","9"
"Jun 2005","19","Gwen Stefani & Eve","Rich Girl","1795.385","29","65","29","7","-","42"
"Jun 2005","20","The Killers","Mr Brightside","1764.635","10","-","87","-","-","-"
"Jun 2005","21","Amerie","1 Thing","1749.272","28","4","-","-","-","14"
"Jun 2005","22","Pretty Ricky","Grind With Me","1725.695","7","-","-","-","-","-"
"Jun 2005","23","Destiny's Child","Girl","1695.880","23","32","38","-","-","8"
"Jun 2005","24","Weezer","Beverly Hills","1654.069","20","47","97","-","-","-"
"Jun 2005","25","Crazy Frog","Axel F","1625.497","-","1","6","1","-","-"
"Jun 2005","26","Green Day","Boulevard Of Broken Dreams","1617.837","15","96","33","97","-","-"
"Jun 2005","27","Three Doors Down","Let Me Go","1609.947","14","-","-","-","-","-"
"Jun 2005","28","Shakira & Alejandro Sanz","La tortura","1584.766","51","-","8","-","-","-"
"Jun 2005","29","Ying Yang Twins","Wait (The Whisper Song)","1542.699","15","-","-","-","-","-"
"Jun 2005","30","The Foo Fighters","Best Of You","1529.018","37","4","-","-","-","5"
"Jun 2005","31","Green Day","Holiday","1493.746","23","-","63","-","-","31"
"Jun 2005","32","Trick Daddy & Ludacris, Lil' Kim & Cee-Lo","Sugar (Gimme Some)","1445.451","20","-","-","-","-","31"
"Jun 2005","33","The Pussycat Dolls","Don't Cha","1422.622","13","-","-","-","-","-"
"Jun 2005","34","Howie Day","Collide","1372.312","20","-","-","-","-","-"
"Jun 2005","35","Baby Bash & Akon","Baby I'm Back","1353.418","19","-","-","-","-","-"
"Jun 2005","36","Lifehouse","You & Me","1334.011","22","-","-","-","-","30"
"Jun 2005","37","Papa Roach","Scars","1306.190","26","-","82","-","-","-"
"Jun 2005","38","Brooke Valentine, Lil' Jon & Big Boi","Girlfight","1256.602","23","-","-","-","-","-"
"Jun 2005","39","Snoop Dogg, Charlie Wilson & Justin Timberlake","Signs","1204.052","-","12","8","13","-","4"
"Jun 2005","40","50 Cent","Disco Inferno","1200.918","22","-","-","-","-","-"
"Jun 2005","41","Nelly, Jung Tru & King Jacob","Errtime","1179.960","24","-","-","-","-","-"
"Jun 2005","42","R Kelly","Trapped In The Closet","1157.756","22","-","-","-","-","-"
